,Document,Topic,Name,CustomName,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
59,"mdico que ainda bolsonarista e advogado que ainda lavajatista sempre um pssimo sinal.\nainda assim toro para que o novo ministro foque em salvar vidas, em garantir vacinao rpida e a no incentivar tratamentos ineficazes.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.3121514355127723,False
66,"foi porque voc negou as mscaras; foi porque voc espalhou terror sobre isolamento social; foi porque voc rejeitou milhes de doses de vacinas, que hoje o brasil ultrapassa mais mil mortes dirias. bolsonaro, ns nunca deixaremos voc recontar essa histria.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.3057499334680199,False
69,"voc no precisa gostar do lula para entender a diferena dele para o bolsonaro. um tem viso de pas; o outro s enxerga o prprio umbigo. um defende a vacina, a cincia e o sus; o outro defende a cloroquina e um tal de spray israelense.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.4577055121362774,False
73,"qual governante mais defendeu o uso de mscaras, lockdowns em situaes agudas da pandemia e a vacinao em massa? benjamin netanyahu, premi de israel. gostaria de saber se os negacionistas defensores de bolsonaro consideram o direitista netanyahu um ""comunista"". vcs sabem?",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.2742747162115974,False
80,"bolsonarista um bicho interessante. num dia t dizendo que no vai tomar vacina para no virar jacar e no outro t furando a fila e tirando a oportunidade de salvar a vida de um idoso. quem tem * tem medo, j dizia o poeta.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.29421326380506346,False
82,"/4 perguntar no ofende: o nosso governador t esperando o qu mesmo? a mudana de humor do bolsonaro? a expertise em logstica do pazuello? tudo bem que no tm vacina disponvel para compra nesse momento, mas, se no correr pra celebrar os contratos, vamos ficar pra trs...",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.3081228454817757,False
93,"/5 dependemos da china para nos fornecer os insumos (ifas) para a fabricao, tanto da vacina chinesa coronavac (sinovac/butantan) quanto da vacina inglesa (oxford/astrazeneca/fiocruz), as nicas duas que podem ser produzidas no brasil e que tem seu uso autorizado\n.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,1.0,False
94,"/5 e filhos, e demais olvicos seguidores (a. dos santos, constantino etc) cansaram de proferir ofensas contra a china e de afirmar, reiteradas vezes, que o governo no compraria a vacina asitica por esta ""no ter credibilidade, por sua origem""\n.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.32841962231709404,False
205,"tanta novidade boa que fica at difcil resumir tudo. bolsa escola municipal beneficiando mais de mil alunos, carto de vacinao em braile, distribuio de mais de mil mscaras contra covid. macei segue dando exemplo! d s uma olhada.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.31584948822658254,False
406,"gravssimo! em plena pandemia, governo bolsonaro deixa vencer r$ milhes em vacinas, testes e remdios. alguns itens esto em falta nos postos de sade do brasil.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.29594375988198346,False
414,bolsonaro volta a atacar a china e diz que a vacina coronavac no deu certo\n\nimpeachmentbolsonarourgente\n\n via,1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.2987064525146646,False
416,"enquanto lutamos para trazer vacinas e diminuir o nmero de mortos no brasil com a cpidacovid, a maior autoridade do pas, segue na sua estratgia de expanso do vrus.\n\ndesta vez, manda uma criana tirar a mscara. bolsonaro o maior promotor da pandemia no pas.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.3015971515199201,False
417,"se covaxin derrubar bolsonaro, ser considerada a vacina mais eficaz do planeta.",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.2882258350594417,False
422,"dia foi gigante! a tem gente querendo esfriar a luta. os fascistas organizando atos, as vacinas acabando em vrias cidades e o nosso povo morrendo. o que devemos fazer? outro ato rpido e escurraar esses fascistas da rua, ou esperar at dia ? 10j forabolsonaro",1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.32386785526205336,False
424,quem bolsonaro para dar ideia de experimento de vacinas? quem bolsonaro para questionar a eficcia dos imunizantes?jornaldacultura,1,1_bolsonaro_governo_vacina_genocida,Governo,"['bolsonaro', 'governo', 'vacina', 'genocida', 'vacinas', 'compra', 'brasil', 'presidente', 'povo', 'corrupo']","['irresponsabilidade de bolsonaro e pazuello o nmero de apenas milhes de vacinados, uma vez que o ministrio da sade rejeitou a oferta de milhes de doses de pfizer. poderamos ter os profissionais da sade e da educao vacinados neste momento. bolsonaro culpado!', 'amanh dia de fora bolsonaro! vamos pra rua derrubar esse governo genocida! amanh ocuparemos as ruas de todo o brasil, por vacina no brao, comida no prato e forabolsonaro! um governo que negou vacina, negou comida e entregou uma poltica genocida no pode ficar impune!', 'nunca foi sobre combate a corrupo. o governo bolsonaro queria r$ bilho em propina em compra de vacinas. bolsonaro tem que cair e pagar pelos seus crimes.']",bolsonaro - governo - vacina - genocida - vacinas - compra - brasil - presidente - povo - corrupo,0.3017073633233502,False
